# LOTR Conquest Custom Audio Event List
# Generated: 2026-01-22 15:17:10
# Total Events: 2782
#
# To customize an event, create an audio file in:
#   ConquestDir/ConquestMods/audio/{EventName}.wav (or .mp3, .ogg, .flac)
#
# Format: EventID | Bank | EventName
# ==============================================

0x002B4C8B | VO_Isengard | VO_Isengard-0090
0x4D762445 | ChatterHeroAragorn | ChatterHeroAragorn-0111
0x4DC10ED8 | VO_Moria | play_vo_mor_obj12_secondsac_update1_alt
0x4DE512E8 | VO_Moria | vo_mor_obj00_misc_v1
0x4DE512EA | VO_Moria | vo_mor_obj00_misc_v3
0x4DE512EB | VO_Moria | vo_mor_obj00_misc_v2
0x4DE512EC | VO_Moria | vo_mor_obj00_misc_v5
0x4DE512ED | VO_Moria | vo_mor_obj00_misc_v4
0x4DE512EF | VO_Moria | vo_mor_obj00_misc_v6
0x4DF316AB | VO_Osgiliath | play_vo_osg_good_obj04_new_barrage_v1
0x4DF4BE8F | VO_Rivendell | play_vo_rvd_obj05_new_records_v1
0x4E5CE56F | Effects | set_state_boss
0x4E7E6AEF | SFXBatteringRam | battering_ram_move_stop
0x4E82ACA8 | ChatterHeroElrond | ChatterHeroElrond-0093
0x4E82ACA9 | ChatterHeroElrond | ChatterHeroElrond-0091
0x4E82ACAA | ChatterHeroElrond | ChatterHeroElrond-0089
0x4E903373 | Level_Rivendell | helms_incoming
0x4F035F81 | VO_BlackGates | VO_BlackGates-0152
0x4F035F82 | VO_BlackGates | VO_BlackGates-0154
0x4F6EFB3F | Level_Osgiliath | Level_Osgiliath-0166
0x4FFFB616 | BaseCombat | BaseCombat-0748
0x508785B7 | VoiceOver | VoiceOver-0388
0x50BDE963 | SFXTroll | troll_hand_grab
0x50CDDB1D | VoiceOver | play_vo_mp_goodvictory_v1
0x50FB6DC5 | ChatterRohan | ChatterRohan-0513
0x50FB6DC6 | ChatterRohan | ChatterRohan-0515
0x50FB6DC7 | ChatterRohan | ChatterRohan-0517
0x515643C0 | VO_BlackGates | play_vo_bkg_good_obj03_new_v1
0x515674B1 | SFXEnt | grab_ent
0x518FAD26 | Level_MinasTir | minas_blncny_expl
0x519508F0 | VO_Trng | play_vo_trn_controlpoint2_remind_v1
0x51A25D6F | UI | ui_reject
0x51AA84A5 | SFXBalrog | balrog_death
0x51B79B4C | VO_BlackGates | play_vo_bkg_good_obj01_fail_v1
0x51E2B001 | VO_Isengard | play_vo_igd_obj10_complete_saruman_v1
0x51F29154 | Level_Osgiliath | stop_arrows_fire_incoming
0x520038A8 | VoiceOver | play_vo_dm_teamdeathmatch_v1
0x522E28B2 | Level_Osgiliath | play_training_base_amb_2
0x52396A66 | Effects | generic_stomp
0x529A80B4 | VO_Osgiliath | play_vo_osg_good_obj10_reminder_v2
0x529A80B5 | VO_Osgiliath | play_vo_osg_good_obj10_reminder_v3
0x529A80B7 | VO_Osgiliath | play_vo_osg_good_obj10_reminder_v1
0x52D955A5 | ChatterOrc | ChatterOrc-0446
0x52D955A6 | ChatterOrc | ChatterOrc-0448
0x52D955A7 | ChatterOrc | ChatterOrc-0450
0x52FD1796 | VO_Moria | VO_Moria-0340
0x531BC7E9 | ChatterHeroLegolas | ChatterHeroLegolas-0112
0x531BC7EC | ChatterHeroLegolas | ChatterHeroLegolas-0106
0x531BC7EE | ChatterHeroLegolas | ChatterHeroLegolas-0110
0x531BC7EF | ChatterHeroLegolas | ChatterHeroLegolas-0108
0x535EE5FD | Level_Moria | balrog_fire
0x53B30D4D | VO_Isengard | play_vo_igd_obj06a_new_becomeent_v1
0x545053B0 | ChatterEvilHuman | ChatterEvilHuman-0594
0x545053B1 | ChatterEvilHuman | ChatterEvilHuman-0592
0x545053B2 | ChatterEvilHuman | ChatterEvilHuman-0590
0x5456D6ED | ChatterHeroLegolas | ChatterHeroLegolas-0090
0x5475980C | VoiceOver | play_vo_rb_ringbearer_v1
0x548C198A | VoiceOver | VoiceOver-0319
0x54C51D16 | SFXOliphant | oliphaunt_death
0x54D1EEC0 | Effects | mount_dismount
0x54DAC8E4 | ChatterGondor | ChatterGondor-0499
0x54DAC8E5 | ChatterGondor | ChatterGondor-0497
0x54DAC8E6 | ChatterGondor | ChatterGondor-0495
0x5514BE33 | ChatterOrc | ChatterOrc-0584
0x556EA258 | ChatterHeroLurtz | ChatterHeroLurtz-0146
0x556EA25A | ChatterHeroLurtz | ChatterHeroLurtz-0150
0x556EA25B | ChatterHeroLurtz | ChatterHeroLurtz-0148
0x558E8F6B | Level_Pelennor | pfields_lobbers_incoming
0x558F9299 | Level_MinasTir | morgul_amb_courtyard_tone
0x55910319 | Level_Trng | amb_sword_fights
0x55AC4680 | Level_Isengard | amb_ext_tone_a02
0x55AC4683 | Level_Weathertop | amb_ext_tone_a01
0x55C4AA65 | Level_HelmsDeep | helms_rain_close_a01
0x55D03B60 | VO_HelmsDeep | play_vo_hmd_obj03_remind_maingate_v2
0x55D03B61 | VO_HelmsDeep | play_vo_hmd_obj03_remind_maingate_v3
0x55D03B63 | VO_HelmsDeep | play_vo_hmd_obj03_remind_maingate_v1
0x55D03B66 | VO_HelmsDeep | play_vo_hmd_obj03_remind_maingate_v4
0x55FBF5CC | Level_Osgiliath | osg_wood_fence_break
0x5635062A | Level_Rivendell | ring_pickup
0x5639FC6E | VO_MinasMorg | play_vo_mgl_obj02_complete_gate_v1
0x564AD8F4 | ChatterElf | ChatterElf-0485
0x564AD8F5 | ChatterElf | ChatterElf-0487
0x564AD8F7 | ChatterElf | ChatterElf-0483
0x569FB30F | VO_Trng | VO_Trng-0280
0x571A9840 | SFXBalrog | balrog_overhead_punch
0x571CE083 | VoiceOver | VoiceOver-0358
0x57A677AE | ChatterOrc | ChatterOrc-0586
0x57BC600D | ChatterGondor | ChatterGondor-0429
0x57BC600E | ChatterGondor | ChatterGondor-0431
0x57BC600F | ChatterGondor | ChatterGondor-0433
0x57F3413D | ChatterOrc | ChatterOrc-0588
0x5807B087 | HeroElrond | HeroElrond-0075
0x580CF091 | VO_Isengard | play_vo_igd_obj08_complete_towers_v1
0x58183216 | VO_MountDoom | play_vo_dom_obj06_complete_cracks_v1
0x5869C4C1 | ChatterEvilHuman | ChatterEvilHuman-0470
0x5869C4C2 | ChatterEvilHuman | ChatterEvilHuman-0472
0x5869C4C3 | ChatterEvilHuman | ChatterEvilHuman-0474
0x5876AD4F | SFXSiegeTower | siege_tower_move_stop
0x589D7C01 | ChatterHobbit | ChatterHobbit-0598
0x589D7C02 | ChatterHobbit | ChatterHobbit-0600
0x589D7C03 | ChatterHobbit | ChatterHobbit-0602
0x589D7C04 | ChatterHobbit | ChatterHobbit-0604
0x58A3FF98 | ChatterHobbit | ChatterHobbit-0746
0x58A3FF9D | ChatterHobbit | ChatterHobbit-0740
0x58A3FF9E | ChatterHobbit | ChatterHobbit-0742
0x58A3FF9F | ChatterHobbit | ChatterHobbit-0744
0x58A75C28 | VO_MinasMorg | play_vo_mgl_obj01_new_shore_v1
0x58ABA95E | VO_Moria | play_vo_mor_evil_obj08_remind_captain2_v1
0x593B3175 | ChatterOrc | ChatterOrc-0482
0x593B3176 | ChatterOrc | ChatterOrc-0484
0x593B3177 | ChatterOrc | ChatterOrc-0486
0x597D352E | SFXWarg | warg_skid
0x59885164 | VoiceOver | play_vo_mp_evilvictory_v1
0x599FB665 | VO_MinasTir | play_vo_mstt_obj06_remind_tree_v3
0x59F94FC8 | SFXHorse | horse_bodyfall
0x59F9DEC4 | VO_Isengard | play_vo_igd_obj10_remind_saruman_v2
0x59F9DEC5 | VO_Isengard | play_vo_igd_obj10_remind_saruman_v3
0x59F9DEC7 | VO_Isengard | play_vo_igd_obj10_remind_saruman_v1
0x5A05277B | Effects | mount_spur
0x5A4DD13D | ChatterHeroGimli | ChatterHeroGimli-0098
0x5A4DD13E | ChatterHeroGimli | ChatterHeroGimli-0100
0x5A4DD13F | ChatterHeroGimli | ChatterHeroGimli-0102
0x5A7F16C0 | VO_Osgiliath | play_vo_osg_good_obj01_new_wave1_v1
0x5A9F607B | VO_Moria | play_vo_mor_obj02_complete_caves_v1
0x5AA4BB9B | ChatterHeroGothmog | ChatterHeroGothmog-0146
0x5AA4BB9C | ChatterHeroGothmog | ChatterHeroGothmog-0144
0x5AA4BB9D | ChatterHeroGothmog | ChatterHeroGothmog-0142
0x5AA4BB9E | ChatterHeroGothmog | ChatterHeroGothmog-0140
0x5AE0DA60 | VO_Moria | play_vo_mor_evil_obj02_complete_mines_v1
0x5B077C70 | ChatterUruk | ChatterUruk-0504
0x5B077C71 | ChatterUruk | ChatterUruk-0506
0x5B077C73 | ChatterUruk | ChatterUruk-0502
0x5B2C9BE4 | VO_Pelennor | VO_Pelennor-0052
0x5B2C9BE6 | VO_Pelennor | VO_Pelennor-0056
0x5B2C9BE7 | VO_Pelennor | VO_Pelennor-0054
0x5B4234D9 | VO_Trng | VO_Trng-0360
0x5B5A95FC | ChatterHeroElrond | ChatterHeroElrond-0097
0x5B5A95FD | ChatterHeroElrond | ChatterHeroElrond-0099
0x5B5A95FF | ChatterHeroElrond | ChatterHeroElrond-0095
0x5B941D6E | HeroGimli | gimli_charge
0x5BBF9654 | HeroIsildur | HeroIsildur-0036
0x5BC3D461 | Level_MinasTir | Level_MinasTir-0175
0x5BDB76A9 | VO_Moria | vo_mor_obj13_support_balrog_v1
0x5BDB76AA | VO_Moria | vo_mor_obj13_support_balrog_v2
0x5BDB76AB | VO_Moria | vo_mor_obj13_support_balrog_v3
0x5C0487E1 | VoiceOver | play_vo_ctf_gooddroppedring_v1
0x5C074508 | ChatterHeroSaruman | ChatterHeroSaruman-0123
0x5C074509 | ChatterHeroSaruman | ChatterHeroSaruman-0125
0x5C07450B | ChatterHeroSaruman | ChatterHeroSaruman-0121
0x5C2B3730 | ChatterHeroLegolas | ChatterHeroLegolas-0122
0x5C2B3731 | ChatterHeroLegolas | ChatterHeroLegolas-0124
0x5C2B3733 | ChatterHeroLegolas | ChatterHeroLegolas-0120
0x5C44B25D | Music | stop_mt_doom
0x5D2124E8 | SFXEnt | ent_bodyslam
0x5D31453C | VO_Trng | play_vo_trn_pathway_new_01
0x5D31F61C | SFXOliphant | oli_attack
0x5D4AA53D | VoiceOver | VoiceOver-0414
0x5D52CEBF | Music | play_mt_doom
0x5D7B33B0 | VO_MountDoom | play_vo_dom_obj02a_support_ring_v1
0x5D7F6D49 | ChatterElf | ChatterElf-0567
0x5D7F6D4A | ChatterElf | ChatterElf-0569
0x5D7F6D4B | ChatterElf | ChatterElf-0571
0x5DDC97E4 | ChatterHeroWitchKing | ChatterHeroWitchKing-0125
0x5DDC97E6 | ChatterHeroWitchKing | ChatterHeroWitchKing-0129
0x5DDC97E7 | ChatterHeroWitchKing | ChatterHeroWitchKing-0127
0x5DE08051 | ChatterEvilHuman | ChatterEvilHuman-0428
0x5DE08052 | ChatterEvilHuman | ChatterEvilHuman-0430
0x5DE08053 | ChatterEvilHuman | ChatterEvilHuman-0432
0x5E3DC464 | ChatterUruk | ChatterUruk-0494
0x5E3DC465 | ChatterUruk | ChatterUruk-0492
0x5E3DC466 | ChatterUruk | ChatterUruk-0490
0x5E5A169D | Level_Moria | Level_Moria-0303
0x5E7FA549 | VO_MinasMorg | play_vo_mgl_obj03_complete_courtyard_v1
0x5E87FA51 | VO_Trng | play_vo_trn_warriorcrowdbreaker_reminder_01
0x5E87FA52 | VO_Trng | play_vo_trn_warriorcrowdbreaker_reminder_02
0x5E87FA53 | VO_Trng | play_vo_trn_warriorcrowdbreaker_reminder_03
0x5EB56B89 | SFXEnt | SFXEnt-0162
0x5EB7C844 | Level_Isengard | isen_dark_int_a01
0x5ED22061 | BaseCombat | BaseCombat-0771
0x5EDD44D1 | VO_Weathertop | play_vo_wtp_obj03_remind_outpost_v1
0x5EDD44D2 | VO_Weathertop | play_vo_wtp_obj03_remind_outpost_v2
0x5F457645 | VO_Moria | play_vo_mor_obj012_update_balrog_v1
0x5F457646 | VO_Moria | play_vo_mor_obj012_update_balrog_v2
0x5FAC0B59 | VO_Moria | VO_Moria-0336
0x5FBB5A5D | Music | stop_weathertop
0x600079B1 | ChatterHeroTheoden | ChatterHeroTheoden-0115
0x600079B2 | ChatterHeroTheoden | ChatterHeroTheoden-0117
0x600079B3 | ChatterHeroTheoden | ChatterHeroTheoden-0119
0x6023E92E | Level_MinasTir | Level_Isengard-0166
0x60297EE9 | Level_MountDoom | lava_flow_a03
0x60297EEB | Level_MountDoom | lava_flow_a01
0x60297EEE | Level_MountDoom | lava_flow_a04
0x60463DF0 | VO_MinasMorg | VO_MinasMorg-0098
0x60463DF2 | VO_MinasMorg | play_vo_mgl_obj02_remind_gate_v3
0x60463DF3 | VO_MinasMorg | VO_MinasMorg-0100
0x60488789 | VO_Osgiliath | play_vo_osg_good_obj02_new_archerwave_v1
0x607813EC | ChatterElf | ChatterElf-0543
0x607813EE | ChatterElf | ChatterElf-0547
0x607813EF | ChatterElf | ChatterElf-0545
0x607DCE54 | VoiceOver | VoiceOver-0384
0x60927842 | VO_MinasTir | play_vo_mst_obj02a_complete_rally_v1
0x60B02344 | VO_Osgiliath | play_vo_osg_evil_obj06_remind_faramir_v2
0x60B02345 | VO_Osgiliath | play_vo_osg_evil_obj06_remind_faramir_v3
0x60B02347 | VO_Osgiliath | play_vo_osg_evil_obj06_remind_faramir_v1
0x60BD2A48 | VO_Shire | play_vo_shr_obj5_remind1_destroyhomes
0x60D6FA51 | Music | stop_minas_morgul
0x60D7A149 | VO_Shire | VO_Shire-0101
0x60FEA4B1 | Effects | play_sab_handjob
0x610EC400 | VO_MinasMorg | VO_MinasMorg-0110
0x610EC401 | VO_MinasMorg | play_vo_mgl_obj03_remind_courtyard_v3
0x610EC403 | VO_MinasMorg | VO_MinasMorg-0108
0x6117676C | ChatterHeroWitchKing | ChatterHeroWitchKing-0097
0x6144D2C6 | VO_BlackGates | play_vo_bkg_obj08_complete_def_camp_v1
0x617C0B1C | ChatterElf | ChatterElf-0591
0x617C0B1E | ChatterElf | ChatterElf-0595
0x617C0B1F | ChatterElf | ChatterElf-0593
0x6180EC38 | ChatterHeroFaramir | ChatterHeroFaramir-0114
0x6180EC39 | ChatterHeroFaramir | ChatterHeroFaramir-0112
0x6180EC3A | ChatterHeroFaramir | ChatterHeroFaramir-0110
0x620D5EDF | Creatures | bite
0x62183F82 | VO_Pelennor | VO_Pelennor-0122
0x625D4796 | HeroSauron | HeroSauron-0095
0x62780B91 | VO_Pelennor | play_vo_plf_obj02_complete_towers_v1
0x62E34D70 | Level_Rivendell | waterfall_a05
0x62E34D71 | Level_Rivendell | waterfall_a04
0x62E34D73 | Level_Rivendell | waterfall_a06
0x62E34D74 | Level_Rivendell | waterfall_a01
0x62E34D76 | Level_Rivendell | waterfall_a03
0x62E34D77 | Level_Rivendell | waterfall_a02
0x62EEC99F | Effects | impact_metal
0x634C0C68 | VO_Moria | VO_Moria-0410
0x634C0C69 | VO_Moria | VO_Moria-0408
0x6377AA77 | SFXHorse | horse_death
0x6389DF7E | VO_Trng | play_vo_trn_sniping_new_01
0x63991735 | VoiceOver | VoiceOver-0317
0x63A97E44 | ChatterEvilHuman | ChatterEvilHuman-0476
0x63A97E46 | ChatterEvilHuman | ChatterEvilHuman-0480
0x63A97E47 | ChatterEvilHuman | ChatterEvilHuman-0478
0x641379CD | UI | good_victory
0x641EFEA9 | VO_Weathertop | VO_Weathertop-0134
0x641EFEAA | VO_Weathertop | VO_Weathertop-0136
0x641EFEAB | VO_Weathertop | VO_Weathertop-0138
0x6425E31E | VO_Osgiliath | play_vo_osg_good_obj03_remind_wave2_v1
0x64C2B43A | VO_Moria | VO_Moria-0338
0x64D7E73B | VO_Isengard | play_vo_igd_obj08_update_towers_v1
0x653584EB | VoiceOver | play_vo_ctf_evilcappedring_v1
0x6554C16B | BaseCombat | BaseCombat-0783
0x65676C5B | VO_Shire | VO_Shire-0105
0x65795AC3 | VO_Osgiliath | play_vo_osg_good_obj07_complete_sanctuary_v1
0x65A58B28 | Level_MinasMorg | Level_MinasMorg-0188
0x660B1509 | ChatterGondor | ChatterGondor-0435
0x660B150A | ChatterGondor | ChatterGondor-0437
0x660B150B | ChatterGondor | ChatterGondor-0439
0x661137AD | SFXBatteringRam | battering_ram_move_start
0x66403B09 | VO_MountDoom | VO_MountDoom-0077
0x6665C4AC | ChatterGondor | ChatterGondor-0443
0x6665C4AD | ChatterGondor | ChatterGondor-0445
0x6665C4AF | ChatterGondor | ChatterGondor-0441
0x666FDE80 | VO_Rivendell | play_vo_rvd_obj05_remind_records_v1
0x666FDE82 | VO_Rivendell | play_vo_rvd_obj05_remind_records_v3
0x666FDE83 | VO_Rivendell | play_vo_rvd_obj05_remind_records_v2
0x66DD9764 | ChatterElf | ChatterElf-0437
0x66DD9765 | ChatterElf | ChatterElf-0439
0x66DD9767 | ChatterElf | ChatterElf-0435
0x66FE5C6D | Effects | bomb
0x66FF0325 | VO_HelmsDeep | play_vo_hmd_obj00_fail_rally_v1
0x670A7368 | VO_Rivendell | play_vo_rvd_obj10_new_legolas_v1
0x6711F2DD | ChatterHeroGothmog | ChatterHeroGothmog-0108
0x672E6544 | VoiceOver | play_vo_chat_onelife_elf1_v3
0x672E6545 | VoiceOver | play_vo_chat_onelife_elf1_v2
0x672E6546 | VoiceOver | play_vo_chat_onelife_elf1_v1
0x67368EB9 | VO_Moria | play_vo_mor_evil_obj06_remind_balinstomb_v1
0x67368EBB | VO_Moria | play_vo_mor_evil_obj06_remind_balinstomb_v3
0x67C02FFA | Level_MountDoom | blackgates_outro
0x67F4CAF4 | VO_Shire | play_vo_shr_obj6_remind1_killgandalf
0x6807210D | Level_Weathertop | Level_Shire-0086
0x682BF344 | Effects | firewall_start
0x683038A1 | SFXFellBeast | SFXFellBeast-0092
0x68C52C03 | VO_Rivendell | VO_Rivendell-0092
0x68D22511 | VoiceOver | play_vo_chat_lowlives_orc1_v4
0x68D22514 | VoiceOver | play_vo_chat_lowlives_orc1_v1
0x68D22516 | VoiceOver | play_vo_chat_lowlives_orc1_v3
0x68D22517 | VoiceOver | play_vo_chat_lowlives_orc1_v2
0x68F31AF0 | VO_BlackGates | play_vo_bkg_obj08_remind_def_camp_v1
0x68F31AF2 | VO_BlackGates | play_vo_bkg_obj08_remind_def_camp_v3
0x68F31AF3 | VO_BlackGates | play_vo_bkg_obj08_remind_def_camp_v2
0x6943F95A | VO_MountDoom | VO_MountDoom-0073
0x6961E155 | VO_Osgiliath | play_vo_osg_evil_obj05_new_escort_v1
0x69852940 | HeroGimli | gimli_bullskid
0x69B49D92 | Level_Moria | door_great_hall_close
0x69C569C4 | ChatterHeroGimli | ChatterHeroGimli-0108
0x69C569C5 | ChatterHeroGimli | ChatterHeroGimli-0106
0x69C569C6 | ChatterHeroGimli | ChatterHeroGimli-0104
0x69E31682 | VO_Pelennor | play_vo_plf_obj05_complete_oliphants_v1
0x6A17B414 | VO_Osgiliath | play_vo_osg_evil_obj03_update_basilica_v1
0x6A17B417 | VO_Osgiliath | play_vo_osg_evil_obj03_update_basilica_v2
0x6A5AC152 | SFXFellBeast | flyer_grab
0x6A6F2D25 | VO_Isengard | play_vo_igd_obj01_new_pits_v1
0x6A9E6E3C | VO_Rivendell | play_vo_rvd_obj10_remind_legolas_v2
0x6A9E6E3D | VO_Rivendell | play_vo_rvd_obj10_remind_legolas_v3
0x6A9E6E3F | VO_Rivendell | play_vo_rvd_obj10_remind_legolas_v1
0x6AAFF901 | VO_HelmsDeep | play_vo_hmd_obj01_new_deepwall_v2
0x6AAFF902 | VO_HelmsDeep | play_vo_hmd_obj01_new_deepwall_v1
0x6AB56627 | Level_MountDoom | rock_slides
0x6AF4E4AC | VO_Trng | play_vo_trn_archerarrow_fire_01
0x6AFCF204 | ChatterRohan | ChatterRohan-0511
0x6AFCF205 | ChatterRohan | ChatterRohan-0509
0x6AFCF206 | ChatterRohan | ChatterRohan-0507
0x6B68075E | VO_MountDoom | play_vo_dom_obj03_new_sacrifice_v1_alt
0x6BA9E72B | SFXEnt | ent_death
0x6C0EB451 | ChatterOrc | ChatterOrc-0542
0x6C0EB452 | ChatterOrc | ChatterOrc-0544
0x6C0EB453 | ChatterOrc | ChatterOrc-0546
0x6C24A52F | Level_Osgiliath | osg_wtr_river_dist_lp
0x6C619A1D | SFXTroll | troll_pickup
0x6CC22268 | ChatterRohan | ChatterRohan-0429
0x6CC2226A | ChatterRohan | ChatterRohan-0431
0x6CC2226B | ChatterRohan | ChatterRohan-0487
0x6D0DAAFA | ChatterHeroFrodo | ChatterHeroFrodo-0049
0x6D6801DD | SFXFellBeast | fellbeast_scream_a
0x6D6801DE | SFXFellBeast | fellbeast_scream_b
0x6D6801DF | SFXFellBeast | fellbeast_scream_c
0x6D7F1EF1 | VO_Weathertop | VO_Weathertop-0116
0x6D7F1EF2 | VO_Weathertop | VO_Weathertop-0118
0x6D9A67F2 | SFXWarg | warg_growl
0x6DDE0034 | VO_MinasMorg | play_vo_mgl_obj04_remind_prison_v3
0x6DDE0035 | VO_MinasMorg | play_vo_mgl_obj04_remind_prison_v2
0x6DDE0036 | VO_MinasMorg | play_vo_mgl_obj04_remind_prison_v1
0x6E47A59D | Effects | Effects-0831
0x6E7C6022 | VO_Trng | play_vo_trn_secondwave_complete_01
0x6E8D8F24 | Level_Moria | moria_balrog_fire
0x6EC3F2BD | VO_Osgiliath | play_vo_osg_good_obj08_new_rangers_v1
0x6ED99E98 | ChatterHeroFaramir | ChatterHeroFaramir-0098
0x6ED99E99 | ChatterHeroFaramir | ChatterHeroFaramir-0100
0x6ED99E9B | ChatterHeroFaramir | ChatterHeroFaramir-0096
0x6ED99E9E | ChatterHeroFaramir | ChatterHeroFaramir-0102
0x6EDE54C5 | VO_MountDoom | play_vo_dom_obj02_remind_ring_v1
0x6EDE54C6 | VO_MountDoom | play_vo_dom_obj02_remind_ring_v2
0x6EEF4268 | Level_Weathertop | catapult_explo_barracks
0x6F064340 | ChatterHeroAragorn | ChatterHeroAragorn-0133
0x6F064341 | ChatterHeroAragorn | ChatterHeroAragorn-0135
0x6F064343 | ChatterHeroAragorn | ChatterHeroAragorn-0131
0x6F225EAE | ChatterElf | ChatterElf-0603
0x6F394B77 | Effects | footstep
0x6F63D6CA | VO_Moria | VO_Moria-0168
0x6F713F92 | VO_MinasMorg | weapon_tag_vocal
0x6FCEE317 | VO_Shire | VO_Shire-0081
0x700E03D5 | Effects | stop_firewall_by_loop
0x704D0E00 | ChatterElf | ChatterElf-0461
0x704D0E01 | ChatterElf | ChatterElf-0463
0x704D0E03 | ChatterElf | ChatterElf-0459
0x706BE3C8 | VO_MinasTir | play_vo_mstt_obj03_failure_crown_v1
0x706BE3CB | VO_MinasTir | play_vo_mstt_obj03_failure_crown_v2
0x70AC6B2F | Level_MinasTir | hit_tree
0x70CB3EDE | HeroAragorn | aragorn_spirit_blast
0x715DB951 | ChatterRohan | ChatterRohan-0555
0x715DB952 | ChatterRohan | ChatterRohan-0557
0x715DB953 | ChatterRohan | ChatterRohan-0559
0x71B8D5B5 | BaseCombat | scout_assinate_stab
0x71CDE2C1 | Effects | ladder_climb_hand
0x72063339 | Music | stop_shire
0x7213C3F9 | VO_Moria | play_vo_mor_obj02_remind_caves_v1
0x7213C3FA | VO_Moria | play_vo_mor_obj02_remind_caves_v2
0x7213C3FB | VO_Moria | VO_Moria-0372
0x7218A6F9 | VO_MountDoom | play_vo_dom_obj03_update_sacrifice_v1_alt
0x7221128A | ChatterHobbit | ChatterHobbit-0564
0x7221128C | ChatterHobbit | ChatterHobbit-0560
0x7221128D | ChatterHobbit | ChatterHobbit-0562
0x7221128F | ChatterHobbit | ChatterHobbit-0558
0x725BA1FB | VO_Trng | VO_Trng-0404
0x726267ED | ChatterRohan | ChatterRohan-0451
0x726267EE | ChatterRohan | ChatterRohan-0453
0x726267EF | ChatterRohan | ChatterRohan-0455
0x72A46894 | Effects | Effects-0785
0x72DBCA57 | VO_BlackGates | VO_BlackGates-0069
0x72FFAE6B | VO_Trng | play_vo_trn_archer_new_01
0x73155C92 | VO_Isengard | VO_Isengard-0136
0x731A3AB9 | VO_HelmsDeep | play_vo_hmd_obj01_remind_deepwall_v1
0x731A3ABA | VO_HelmsDeep | play_vo_hmd_obj01_remind_deepwall_v2
0x731A3ABB | VO_HelmsDeep | play_vo_hmd_obj01_remind_deepwall_v3
0x73383FD5 | Level_Shire | catapult_explo_windmill
0x734BDC8B | Level_Moria | moria_evil_intro
0x734D32BC | Level_Moria | distant_balrog
0x73586004 | ChatterHeroMouth | ChatterHeroMouth-0126
0x73586005 | ChatterHeroMouth | ChatterHeroMouth-0128
0x73586007 | ChatterHeroMouth | ChatterHeroMouth-0124
0x738A2E2E | VO_Shire | VO_Shire-0079
0x7392E900 | ChatterUruk | ChatterUruk-0474
0x7392E901 | ChatterUruk | ChatterUruk-0476
0x7392E903 | ChatterUruk | ChatterUruk-0472
0x73B60388 | ChatterHobbit | ChatterHobbit-0534
0x73B6038A | ChatterHobbit | ChatterHobbit-0538
0x73B6038B | ChatterHobbit | ChatterHobbit-0536
0x73B6038D | ChatterHobbit | ChatterHobbit-0540
0x73B98ACA | ChatterHeroSauron | ChatterHeroSauron-0118
0x73CD60A4 | ChatterHeroWormtongue | ChatterHeroWormtongue-0112
0x73CD60A6 | ChatterHeroWormtongue | ChatterHeroWormtongue-0116
0x73CD60A7 | ChatterHeroWormtongue | ChatterHeroWormtongue-0114
0x73FDAC1D | VO_Trng | VO_Trng-0394
0x74073F40 | VO_Moria | VO_Moria-0166
0x7428D78D | VO_Osgiliath | play_vo_osg_evil_obj03_failure_basilica_v1
0x742B5427 | Level_Rivendell | Level_Rivendell-0154
0x74DA0E6D | VO_Trng | play_vo_trn_assassin_remind_v2
0x752D3A78 | ChatterRohan | ChatterRohan-0457
0x752D3A7A | ChatterRohan | ChatterRohan-0461
0x752D3A7B | ChatterRohan | ChatterRohan-0459
0x753D8BCE | VO_MountDoom | play_vo_dom_obj05_new_captains_v1
0x75BEB850 | ChatterGondor | ChatterGondor-0521
0x75BEB851 | ChatterGondor | ChatterGondor-0523
0x75BEB853 | ChatterGondor | ChatterGondor-0519
0x75C5787A | VO_Trng | play_vo_trn_scoutcloak_new_01
0x75C97547 | VO_Shire | VO_Shire-0113
0x75D13845 | Level_BlackGates | blackgates_intro
0x75D7DA8B | VO_Pelennor | play_vo_plf_obj05_new_oliphants_v1
0x75F6FFE9 | ChatterHobbit | ChatterHobbit-0730
0x75F6FFEC | ChatterHobbit | ChatterHobbit-0724
0x75F6FFEE | ChatterHobbit | ChatterHobbit-0728
0x75F6FFEF | ChatterHobbit | ChatterHobbit-0726
0x7613E3A5 | Music | music_change_defeat
0x7630A670 | VO_Pelennor | play_vo_plf_obj00_misc_v2
0x7630A673 | VO_Pelennor | play_vo_plf_obj00_misc_v1
0x76450D23 | UI | UI-0058
0x76480256 | VO_Shire | VO_Shire-0103
0x7649588F | VO_Pelennor | play_vo_plf_obj03_complete_destroytower_v1
0x767FFAB4 | VO_Rivendell | VO_Rivendell-0074
0x767FFAB7 | VO_Rivendell | VO_Rivendell-0076
0x769C1E25 | Music | mus_good_and_evil
0x76A357ED | VO_HelmsDeep | play_vo_hmd_obj02_new_retreat_v2
0x76A357EE | VO_HelmsDeep | play_vo_hmd_obj02_new_retreat_v1
0x76D25A7B | UI | UI-0042
0x76FB5024 | BaseCombat | sword_stow
0x77A47B17 | HeroSauron | sauron_summon
0x77E1B48D | SFXSiegeTower | siege_tower_move_start
0x77FD3531 | ChatterHobbit | ChatterHobbit-0620
0x77FD3534 | ChatterHobbit | ChatterHobbit-0614
0x77FD3536 | ChatterHobbit | ChatterHobbit-0618
0x77FD3537 | ChatterHobbit | ChatterHobbit-0616
